Type,Days for shipment (scheduled),Benefit per order,Sales per customer,Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Shipping_Pressure_Index,Order_Complexity_Score,Profit_Margin,Express_Shipping
2,1,88.72,272.98,9,447,0,1,40,3,3,1236,31,27.0,0.09,299.98,0.33,1,299.98,272.98,88.72,7,386,4,21,299.98,0,1.0,299.98,0.2957530502033468,1
2,1,121.42,263.96,12,447,0,1,40,0,3,1236,31,35.99,0.12,59.99,0.46,5,299.95,263.96,121.42,7,386,4,71,59.99,0,5.0,299.95,0.4048008001333555,1
2,1,61.69,169.96,38,447,0,1,40,6,3,1236,31,29.99,0.15,39.99,0.36,5,199.95,169.96,61.69,7,386,4,102,39.99,0,5.0,199.95,0.3085271317829457,1
2,2,-130.0,50.0,47,447,0,1,40,6,2,2853,102,0.0,0.0,50.0,-2.6,1,50.0,50.0,-130.0,3,743,6,59,50.0,2,0.5,50.0,-2.6,0
2,2,6.5,129.99,34,447,0,1,40,0,4,1876,48,0.0,0.0,129.99,0.05,1,129.99,129.99,6.5,21,188,6,56,129.99,2,0.5,129.99,0.0500038464497269,0
2,2,25.35,97.49,34,447,0,1,40,0,4,1876,48,32.5,0.25,129.99,0.26,1,129.99,97.49,25.35,21,188,6,56,129.99,2,0.5,129.99,0.1950150011539349,0
2,2,22.6,199.98,10,447,0,1,40,5,0,1727,106,0.0,0.0,99.99,0.11,2,199.98,199.98,22.6,19,568,6,61,99.99,2,1.0,199.98,0.113011301130113,0
2,2,69.0,150.0,47,447,0,1,40,6,0,1727,106,0.0,0.0,50.0,0.46,3,150.0,150.0,69.0,19,568,6,59,50.0,2,1.5,150.0,0.46,0
2,2,49.69,147.0,47,447,0,1,40,6,4,1876,48,3.0,0.02,50.0,0.34,3,150.0,147.0,49.69,21,188,6,59,50.0,2,1.5,150.0,0.3312666666666666,0
2,2,0.0,83.97,0,447,0,1,40,8,0,1727,106,15.99,0.16,24.99,0.0,4,99.96,83.97,0.0,19,568,6,87,24.99,2,2.0,99.96,0.0,0
2,2,111.65,237.56,12,447,0,1,40,0,4,1876,48,2.4,0.01,59.99,0.47,4,239.96,237.56,111.65,21,188,6,71,59.99,2,2.0,239.96,0.4652858809801634,0
2,4,-196.01,296.98,9,447,0,1,40,3,3,2307,8,3.0,0.01,299.98,-0.66,1,299.98,296.98,-196.01,11,739,6,21,299.98,3,0.25,299.98,-0.6534102273484899,0
1,2,58.96,122.84,34,447,0,1,40,0,2,2823,102,7.15,0.06,129.99,0.48,1,129.99,122.84,58.96,3,880,3,56,129.99,2,0.5,129.99,0.453573351796292,0
0,1,-4.75,189.99,46,447,0,1,40,3,2,2137,102,10.0,0.05,199.99,-0.03,1,199.99,189.99,-4.75,3,743,1,70,199.99,0,1.0,199.99,-0.0237511875593779,1
2,2,9.9,197.99,46,447,0,1,40,3,0,1727,106,2.0,0.01,199.99,0.05,1,199.99,197.99,9.9,19,568,6,70,199.99,2,0.5,199.99,0.0495024751237561,0
2,2,61.34,195.99,46,447,0,1,40,3,0,1727,106,4.0,0.02,199.99,0.31,1,199.99,195.99,61.34,19,568,6,70,199.99,2,0.5,199.99,0.3067153357667883,0
3,4,18.08,159.99,46,447,0,1,40,3,0,3010,138,40.0,0.2,199.99,0.11,1,199.99,159.99,18.08,16,360,7,70,199.99,3,0.25,199.99,0.0904045202260112,0
2,2,27.9,185.99,46,447,0,1,40,3,4,1876,48,14.0,0.07,199.99,0.15,1,199.99,185.99,27.9,21,188,6,70,199.99,2,0.5,199.99,0.1395069753487674,0
3,4,61.41,165.98,10,447,0,1,40,5,0,3010,138,34.0,0.17,99.99,0.37,2,199.98,165.98,61.41,16,360,7,61,99.99,3,0.5,199.98,0.307080708070807,0
2,1,-37.35,165.99,46,447,0,1,40,3,3,1236,31,34.0,0.17,199.99,-0.23,1,199.99,165.99,-37.35,7,386,4,70,199.99,0,1.0,199.99,-0.1867593379668983,1
0,1,5.42,47.98,30,447,0,1,40,3,2,2137,102,2.0,0.04,49.98,0.11,1,49.98,47.98,5.42,3,743,1,67,49.98,0,1.0,49.98,0.1084433773509403,1
3,4,24.35,83.97,30,447,0,1,40,3,0,3010,138,15.99,0.16,49.98,0.29,2,99.96,83.97,24.35,16,360,7,67,49.98,3,0.5,99.96,0.2435974389755902,0
2,2,27.99,159.94,30,447,0,1,40,3,2,2853,102,39.98,0.2,49.98,0.18,4,199.92,159.94,27.99,3,743,6,67,49.98,2,2.0,199.92,0.1400060024009604,0
0,1,94.64,363.98,18,447,0,1,40,3,2,2137,102,36.0,0.09,399.98,0.26,1,399.98,363.98,94.64,3,743,1,24,399.98,0,1.0,399.98,0.2366118305915295,1
1,4,40.13,123.49,35,66,1,2,36,8,1,2179,53,6.5,0.05,129.99,0.33,1,129.99,123.49,40.13,22,27,3,51,129.99,3,0.25,129.99,0.30871605508116,0
1,4,32.61,130.45,30,66,1,2,36,3,1,2179,53,19.49,0.13,49.98,0.25,3,149.94,130.45,32.61,22,27,3,67,49.98,3,0.75,149.94,0.2174869947979191,0
1,4,32.59,199.92,30,66,1,2,36,3,3,3435,31,49.98,0.2,49.98,0.16,5,249.9,199.92,32.59,7,912,2,67,49.98,3,1.25,249.9,0.1304121648659464,0
1,2,11.31,43.5,47,66,1,2,36,6,2,130,42,6.5,0.13,50.0,0.26,1,50.0,43.5,11.31,3,559,2,59,50.0,2,0.5,50.0,0.2262,0
1,2,5.5,12.79,44,66,1,2,36,8,2,130,42,3.2,0.2,15.99,0.43,1,15.99,12.79,5.5,3,559,2,31,15.99,2,0.5,15.99,0.3439649781113196,0
1,2,82.49,299.98,9,66,1,2,36,3,2,130,42,0.0,0.0,299.98,0.28,1,299.98,299.98,82.49,3,559,2,21,299.98,2,0.5,299.98,0.2749849989999333,0
1,2,83.15,296.98,9,66,1,2,36,3,2,130,42,3.0,0.01,299.98,0.28,1,299.98,296.98,83.15,3,559,2,21,299.98,2,0.5,299.98,0.2771851456763784,0
1,2,147.59,327.98,18,66,1,2,36,3,2,130,42,72.0,0.18,399.98,0.45,1,399.98,327.98,147.59,3,559,2,24,399.98,2,0.5,399.98,0.3689934496724836,0
1,2,35.8,114.39,34,66,1,2,36,0,4,683,48,15.6,0.12,129.99,0.31,1,129.99,114.39,35.8,18,450,2,56,129.99,2,0.5,129.99,0.2754058004461881,0
1,2,89.24,254.98,9,66,1,2,36,3,4,683,48,45.0,0.15,299.98,0.35,1,299.98,254.98,89.24,18,450,2,21,299.98,2,0.5,299.98,0.2974864990999399,0
1,2,62.93,170.07,12,66,1,2,36,0,4,683,48,9.9,0.06,59.99,0.37,3,179.97,170.07,62.93,18,450,2,71,59.99,2,1.5,179.97,0.3496693893426682,0
1,2,108.39,399.96,10,66,1,2,36,5,4,683,48,99.99,0.2,99.99,0.27,5,499.95,399.96,108.39,18,450,2,61,99.99,2,2.5,499.95,0.2168016801680168,0
1,2,102.38,227.5,47,66,1,2,36,6,4,683,48,22.5,0.09,50.0,0.45,5,250.0,227.5,102.38,18,450,2,59,50.0,2,2.5,250.0,0.40952,0
1,4,2.16,53.99,12,66,1,2,36,0,1,2179,53,6.0,0.1,59.99,0.04,1,59.99,53.99,2.16,22,27,3,71,59.99,3,0.25,59.99,0.0360060010001666,0
1,4,15.38,45.5,47,66,1,2,36,6,1,2179,53,4.5,0.09,50.0,0.34,1,50.0,45.5,15.38,22,27,3,59,50.0,3,0.25,50.0,0.3076,0
1,4,30.61,113.38,12,66,1,2,36,0,1,2179,53,6.6,0.06,59.99,0.27,2,119.98,113.38,30.61,22,27,3,71,59.99,3,0.5,119.98,0.2551258543090515,0
1,4,6.3,50.39,12,393,0,1,5,0,3,1683,92,9.6,0.16,59.99,0.13,1,59.99,50.39,6.3,15,552,2,71,59.99,3,0.25,59.99,0.1050175029171528,0
1,4,24.0,319.97,10,393,0,1,5,5,4,2157,48,79.99,0.2,99.99,0.08,4,399.96,319.97,24.0,21,188,3,61,99.99,3,1.0,399.96,0.06000600060006,0
2,0,-14.15,50.0,47,393,0,1,5,6,1,939,120,0.0,0.0,50.0,-0.28,1,50.0,50.0,-14.15,10,454,6,59,50.0,1,0.0,50.0,-0.283,1
1,4,-34.49,44.97,24,393,0,1,5,8,3,1683,92,0.0,0.0,14.99,-0.77,3,44.97,44.97,-34.49,15,552,2,39,14.99,3,0.75,44.97,-0.7669557482766289,0
1,2,22.68,283.48,9,393,0,1,5,3,2,2667,17,16.5,0.06,299.98,0.08,1,299.98,283.48,22.68,12,316,2,21,299.98,2,0.5,299.98,0.0756050403360224,0
1,2,22.37,198.0,47,393,0,1,5,6,2,2667,17,2.0,0.01,50.0,0.11,4,200.0,198.0,22.37,12,316,2,59,50.0,2,2.0,200.0,0.11185,0
3,2,58.8,167.99,46,393,0,1,5,3,2,828,42,32.0,0.16,199.99,0.35,1,199.99,167.99,58.8,3,883,7,70,199.99,2,0.5,199.99,0.2940147007350367,0
3,2,35.49,109.19,34,393,0,1,5,0,2,828,42,20.8,0.16,129.99,0.33,1,129.99,109.19,35.49,3,883,7,56,129.99,2,0.5,129.99,0.2730210016155089,0
3,2,39.16,107.89,34,393,0,1,5,0,2,828,42,22.1,0.17,129.99,0.36,1,129.99,107.89,39.16,3,883,7,56,129.99,2,0.5,129.99,0.30125394261097,0
1,4,10.58,167.99,46,393,0,1,5,3,3,1683,92,32.0,0.16,199.99,0.06,1,199.99,167.99,10.58,15,552,2,70,199.99,3,0.25,199.99,0.0529026451322566,0
3,4,-24.55,47.48,30,393,0,1,5,3,1,2339,115,2.5,0.05,49.98,-0.52,1,49.98,47.48,-24.55,22,155,5,67,49.98,3,0.25,49.98,-0.4911964785914366,0
0,4,-161.2,219.91,30,393,0,1,5,3,3,2916,34,29.99,0.12,49.98,-0.73,5,249.9,219.91,-161.2,7,910,1,67,49.98,3,1.25,249.9,-0.6450580232092836,0
1,4,142.29,391.98,18,393,0,1,5,3,3,1683,92,8.0,0.02,399.98,0.36,1,399.98,391.98,142.29,15,552,2,24,399.98,3,0.25,399.98,0.3557427871393569,0
1,2,-11.76,58.79,12,167,0,1,5,0,3,1660,152,1.2,0.02,59.99,-0.2,1,59.99,58.79,-11.76,20,549,2,71,59.99,2,0.5,59.99,-0.1960326721120186,0
1,2,62.42,127.39,34,167,0,1,5,0,3,1660,152,2.6,0.02,129.99,0.49,1,129.99,127.39,62.42,20,549,2,56,129.99,2,0.5,129.99,0.4801907839064543,0
1,2,18.8,40.0,47,167,0,1,5,6,3,1660,152,10.0,0.2,50.0,0.47,1,50.0,40.0,18.8,20,549,2,59,50.0,2,0.5,50.0,0.376,0
0,2,9.46,36.39,38,66,1,1,36,6,2,2980,33,3.6,0.09,39.99,0.26,1,39.99,36.39,9.46,12,264,1,102,39.99,2,0.5,39.99,0.2365591397849462,0
1,0,25.77,97.99,10,66,1,1,36,5,1,2715,115,2.0,0.02,99.99,0.26,1,99.99,97.99,25.77,22,429,2,61,99.99,1,0.0,99.99,0.2577257725772577,1
1,0,35.62,284.98,9,66,1,1,36,3,1,2715,115,15.0,0.05,299.98,0.13,1,299.98,284.98,35.62,22,429,2,21,299.98,1,0.0,299.98,0.1187412494166277,1
1,0,42.72,136.5,47,66,1,1,36,6,1,2715,115,13.5,0.09,50.0,0.31,3,150.0,136.5,42.72,22,429,2,59,50.0,1,0.0,150.0,0.2848,1
1,4,6.44,109.19,34,66,1,1,36,0,1,2728,129,20.8,0.16,129.99,0.06,1,129.99,109.19,6.44,8,1061,2,56,129.99,3,0.25,129.99,0.0495422724824986,0
1,0,-12.8,159.99,46,66,1,1,36,3,1,2715,115,40.0,0.2,199.99,-0.08,1,199.99,159.99,-12.8,22,429,2,70,199.99,1,0.0,199.99,-0.064003200160008,1
1,4,49.0,98.0,47,66,1,1,36,6,1,2728,129,2.0,0.02,50.0,0.5,2,100.0,98.0,49.0,8,1061,2,59,50.0,3,0.5,100.0,0.49,0
1,0,16.97,48.48,30,66,1,1,36,3,1,2715,115,1.5,0.03,49.98,0.35,1,49.98,48.48,16.97,22,429,2,67,49.98,1,0.0,49.98,0.3395358143257302,1
2,4,21.6,45.0,47,66,1,1,36,6,1,2004,53,5.0,0.1,50.0,0.48,1,50.0,45.0,21.6,22,822,6,59,50.0,3,0.25,50.0,0.432,0
2,4,88.82,188.98,10,66,1,1,36,5,1,2004,53,11.0,0.06,99.99,0.47,2,199.98,188.98,88.82,22,822,6,61,99.99,3,0.5,199.98,0.4441444144414441,0
2,4,118.83,242.5,47,66,1,1,36,6,1,2004,53,7.5,0.03,50.0,0.49,5,250.0,242.5,118.83,22,822,6,59,50.0,3,1.25,250.0,0.47532,0
3,4,46.04,97.96,30,66,1,1,36,3,0,2565,138,2.0,0.02,49.98,0.47,2,99.96,97.96,46.04,16,360,8,67,49.98,3,0.5,99.96,0.4605842336934774,0
1,4,11.6,39.98,30,66,1,1,36,3,4,2688,48,10.0,0.2,49.98,0.29,1,49.98,39.98,11.6,6,741,2,67,49.98,3,0.25,49.98,0.2320928371348539,0
2,4,74.88,191.99,46,66,1,1,36,3,1,2004,53,8.0,0.04,199.99,0.39,1,199.99,191.99,74.88,22,822,6,70,199.99,3,0.25,199.99,0.3744187209360468,0
2,4,93.1,189.99,46,66,1,1,36,3,1,2004,53,10.0,0.05,199.99,0.49,1,199.99,189.99,93.1,22,822,6,70,199.99,3,0.25,199.99,0.4655232761638081,0
1,4,5.69,45.48,30,66,1,1,36,3,1,2728,129,4.5,0.09,49.98,0.13,1,49.98,45.48,5.69,8,1061,2,67,49.98,3,0.25,49.98,0.1138455382152861,0
3,4,75.16,156.57,12,66,1,1,36,0,0,2565,138,23.4,0.13,59.99,0.48,3,179.97,156.57,75.16,16,360,8,71,59.99,3,0.75,179.97,0.417625159748847,0
1,4,2.13,24.5,28,498,0,0,22,4,2,3000,20,0.5,0.02,25.0,0.09,1,25.0,24.5,2.13,12,956,2,65,25.0,3,0.25,25.0,0.0852,0
0,4,82.21,283.48,9,498,0,0,22,3,2,2199,102,16.5,0.06,299.98,0.29,1,299.98,283.48,82.21,3,1068,1,21,299.98,3,0.25,299.98,0.2740516034402293,0
0,4,73.37,278.98,9,498,0,0,22,3,2,2199,102,21.0,0.07,299.98,0.26,1,299.98,278.98,73.37,3,1068,1,21,299.98,3,0.25,299.98,0.2445829721981465,0
0,4,54.6,272.98,9,498,0,0,22,3,2,2199,102,27.0,0.09,299.98,0.2,1,299.98,272.98,54.6,3,1068,1,21,299.98,3,0.25,299.98,0.1820121341422761,0
0,4,-195.57,254.98,9,498,0,0,22,3,3,2530,108,45.0,0.15,299.98,-0.77,1,299.98,254.98,-195.57,11,1053,1,21,299.98,3,0.25,299.98,-0.6519434628975265,0
0,4,32.0,116.37,38,498,0,0,22,6,3,2530,108,3.6,0.03,39.99,0.28,3,119.97,116.37,32.0,11,1053,1,102,39.99,3,0.75,119.97,0.2667333500041677,0
0,4,33.0,120.0,47,498,0,0,22,6,3,2530,108,30.0,0.2,50.0,0.28,3,150.0,120.0,33.0,11,1053,1,59,50.0,3,0.75,150.0,0.22,0
0,4,25.29,155.16,38,498,0,0,22,6,2,2199,102,4.8,0.03,39.99,0.16,4,159.96,155.16,25.29,3,1068,1,102,39.99,3,1.0,159.96,0.1581020255063766,0
1,4,-13.49,269.75,26,498,0,0,22,8,2,3000,20,55.25,0.17,65.0,-0.05,5,325.0,269.75,-13.49,12,956,2,44,65.0,3,1.25,325.0,-0.0415076923076923,0
1,4,92.62,284.98,9,498,0,0,22,3,1,2087,75,15.0,0.05,299.98,0.33,1,299.98,284.98,92.62,17,589,3,21,299.98,3,0.25,299.98,0.3087539169277952,0
1,4,9.36,124.79,34,498,0,0,22,0,2,3000,20,5.2,0.04,129.99,0.08,1,129.99,124.79,9.36,12,956,2,56,129.99,3,0.25,129.99,0.0720055388876067,0
1,4,-7.76,387.98,18,498,0,0,22,3,2,2551,17,12.0,0.03,399.98,-0.02,1,399.98,387.98,-7.76,12,817,2,24,399.98,3,0.25,399.98,-0.0194009700485024,0
1,4,33.93,260.98,9,498,0,0,22,3,2,2551,17,39.0,0.13,299.98,0.13,1,299.98,260.98,33.93,12,817,2,21,299.98,3,0.25,299.98,0.1131075405027001,0
1,4,35.64,197.98,10,498,0,0,22,5,1,2087,75,2.0,0.01,99.99,0.18,2,199.98,197.98,35.64,17,589,3,61,99.99,3,0.5,199.98,0.1782178217821782,0
0,4,56.23,149.94,30,498,0,0,22,3,2,2199,102,0.0,0.0,49.98,0.38,3,149.94,149.94,56.23,3,1068,1,67,49.98,3,0.75,149.94,0.375016673336001,0
1,4,110.17,351.98,18,498,0,0,22,3,2,3000,20,48.0,0.12,399.98,0.31,1,399.98,351.98,110.17,12,956,2,24,399.98,3,0.25,399.98,0.2754387719385969,0
1,4,117.62,347.98,18,498,0,0,22,3,2,3000,20,52.0,0.13,399.98,0.34,1,399.98,347.98,117.62,12,956,2,24,399.98,3,0.25,399.98,0.2940647032351617,0
0,4,62.42,127.39,34,300,0,0,5,0,2,2835,42,2.6,0.02,129.99,0.49,1,129.99,127.39,62.42,3,883,1,56,129.99,3,0.25,129.99,0.4801907839064543,0
0,4,58.0,126.09,34,300,0,0,5,0,2,2835,42,3.9,0.03,129.99,0.46,1,129.99,126.09,58.0,3,883,1,56,129.99,3,0.25,129.99,0.44618816832064,0
0,4,-60.68,254.97,10,300,0,0,5,5,2,2835,42,45.0,0.15,99.99,-0.24,3,299.97,254.97,-60.68,3,883,1,61,99.99,3,0.75,299.97,-0.2022868953562022,0
0,4,30.88,118.77,38,300,0,0,5,6,2,2835,42,1.2,0.01,39.99,0.26,3,119.97,118.77,30.88,3,883,1,102,39.99,3,0.75,119.97,0.2573976827540218,0
0,4,155.18,387.96,10,300,0,0,5,5,2,2835,42,12.0,0.03,99.99,0.4,4,399.96,387.96,155.18,3,883,1,61,99.99,3,1.0,399.96,0.387988798879888,0
1,1,58.04,123.49,34,300,0,0,5,0,3,2289,26,6.5,0.05,129.99,0.47,1,129.99,123.49,58.04,15,728,2,56,129.99,0,1.0,129.99,0.4464958842987921,1
1,1,38.44,118.29,34,300,0,0,5,0,3,1600,77,11.7,0.09,129.99,0.33,1,129.99,118.29,38.44,7,868,2,56,129.99,0,1.0,129.99,0.295715055004231,1
1,1,28.66,454.95,10,300,0,0,5,5,3,2289,26,45.0,0.09,99.99,0.06,5,499.95,454.95,28.66,15,728,2,61,99.99,0,5.0,499.95,0.0573257325732573,1
1,2,54.28,113.09,34,300,0,0,5,0,2,695,59,16.9,0.13,129.99,0.48,1,129.99,113.09,54.28,3,226,2,56,129.99,2,0.5,129.99,0.4175705823524886,0
1,2,102.05,283.48,9,300,0,0,5,3,3,1476,152,16.5,0.06,299.98,0.36,1,299.98,283.48,102.05,20,468,2,21,299.98,2,0.5,299.98,0.340189345956397,0
3,4,-42.71,377.98,18,300,0,0,5,3,1,1861,120,22.0,0.06,399.98,-0.11,1,399.98,377.98,-42.71,10,454,0,24,399.98,3,0.25,399.98,-0.1067803390169508,0
1,1,41.3,131.95,30,300,0,0,5,3,3,1600,77,17.99,0.12,49.98,0.31,3,149.94,131.95,41.3,7,868,2,67,49.98,0,3.0,149.94,0.2754435107376283,1
3,4,-69.8,91.0,47,300,0,0,5,6,1,1861,120,9.0,0.09,50.0,-0.77,2,100.0,91.0,-69.8,10,454,0,59,50.0,3,0.5,100.0,-0.698,0
3,4,-142.6,185.93,30,300,0,0,5,3,1,1861,120,13.99,0.07,49.98,-0.77,4,199.92,185.93,-142.6,10,454,0,67,49.98,3,1.0,199.92,-0.7132853141256503,0
1,1,93.6,359.98,18,300,0,0,5,3,3,1600,77,40.0,0.1,399.98,0.26,1,399.98,359.98,93.6,7,868,2,24,399.98,0,1.0,399.98,0.2340117005850292,1
2,4,6.17,123.49,34,66,1,2,36,0,1,3380,87,6.5,0.05,129.99,0.05,1,129.99,123.49,6.17,10,1036,6,56,129.99,3,0.25,129.99,0.0474651896299715,0
2,4,47.62,113.38,12,66,1,2,36,0,1,3380,87,6.6,0.06,59.99,0.42,2,119.98,113.38,47.62,10,1036,6,71,59.99,3,0.5,119.98,0.3968994832472078,0
2,4,74.69,149.38,12,66,1,2,36,0,1,3380,87,30.59,0.17,59.99,0.5,3,179.97,149.38,74.69,10,1036,6,71,59.99,3,0.75,179.97,0.4150136133800077,0
2,4,-5.66,95.98,38,66,1,2,36,6,1,3380,87,23.99,0.2,39.99,-0.06,3,119.97,95.98,-5.66,10,1036,6,102,39.99,3,0.75,119.97,-0.0471784612819871,0
2,4,0.0,247.5,47,66,1,2,36,6,1,3380,87,2.5,0.01,50.0,0.0,5,250.0,247.5,0.0,10,1036,6,59,50.0,3,1.25,250.0,0.0,0
0,0,64.22,189.99,46,66,1,2,36,3,4,2469,48,10.0,0.05,199.99,0.34,1,199.99,189.99,64.22,6,796,1,70,199.99,1,0.0,199.99,0.3211160558027901,1
0,2,17.49,49.98,30,66,1,2,36,3,2,1547,102,0.0,0.0,49.98,0.35,1,49.98,49.98,17.49,3,225,1,67,49.98,2,0.5,49.98,0.3499399759903961,0
0,0,38.67,110.49,34,66,1,2,36,0,4,2469,48,19.5,0.15,129.99,0.35,1,129.99,110.49,38.67,6,796,1,56,129.99,1,0.0,129.99,0.297484421878606,1
0,0,-7.5,105.58,12,66,1,2,36,0,4,2469,48,14.4,0.12,59.99,-0.07,2,119.98,105.58,-7.5,6,796,1,71,59.99,1,0.0,119.98,-0.0625104184030671,1
0,2,14.87,114.39,34,66,1,2,36,0,2,1547,102,15.6,0.12,129.99,0.13,1,129.99,114.39,14.87,3,225,1,56,129.99,2,0.5,129.99,0.1143934148780675,0
0,2,23.61,49.19,12,66,1,2,36,0,2,1547,102,10.8,0.18,59.99,0.48,1,59.99,49.19,23.61,3,225,1,71,59.99,2,0.5,59.99,0.3935655942657109,0
0,2,87.99,351.96,10,66,1,2,36,5,2,1547,102,48.0,0.12,99.99,0.25,4,399.96,351.96,87.99,3,225,1,61,99.99,2,2.0,399.96,0.21999699969997,0
0,2,35.6,200.0,47,66,1,2,36,6,2,1547,102,0.0,0.0,50.0,0.18,4,200.0,200.0,35.6,3,225,1,59,50.0,2,2.0,200.0,0.178,0
0,4,-34.64,80.0,47,66,1,2,36,6,1,754,2,20.0,0.2,50.0,-0.43,2,100.0,80.0,-34.64,22,846,1,59,50.0,3,0.5,100.0,-0.3464,0
0,4,82.04,174.56,17,66,1,2,36,5,1,754,2,5.4,0.03,44.99,0.47,4,179.96,174.56,82.04,22,846,1,105,44.99,3,1.0,179.96,0.4558790842409424,0
0,4,17.82,198.0,47,66,1,2,36,6,1,754,2,2.0,0.01,50.0,0.09,4,200.0,198.0,17.82,22,846,1,59,50.0,3,1.0,200.0,0.0891,0
1,2,43.06,127.39,34,66,1,2,36,0,1,2225,75,2.6,0.02,129.99,0.34,1,129.99,127.39,43.06,17,191,2,56,129.99,2,0.5,129.99,0.3312562504808062,0
1,2,26.4,263.98,9,66,1,2,36,3,1,2225,75,36.0,0.12,299.98,0.1,1,299.98,263.98,26.4,17,191,2,21,299.98,2,0.5,299.98,0.0880058670578038,0
1,2,7.05,94.06,17,66,1,2,36,8,1,2225,75,1.92,0.02,47.99,0.08,2,95.98,94.06,7.05,17,191,2,96,47.99,2,1.0,95.98,0.0734528026672223,0
1,4,35.81,123.49,34,66,1,2,36,0,2,2019,38,6.5,0.05,129.99,0.29,1,129.99,123.49,35.81,1,647,2,56,129.99,3,0.25,129.99,0.2754827294407262,0
1,4,91.0,363.98,18,66,1,2,36,3,2,2019,38,36.0,0.09,399.98,0.25,1,399.98,363.98,91.0,1,647,2,24,399.98,3,0.25,399.98,0.2275113755687784,0
1,4,50.9,130.5,47,66,1,2,36,6,2,2019,38,19.5,0.13,50.0,0.39,3,150.0,130.5,50.9,1,647,2,59,50.0,3,0.75,150.0,0.3393333333333333,0
1,4,-24.62,143.98,12,66,1,2,36,0,3,893,8,35.99,0.2,59.99,-0.17,3,179.97,143.98,-24.62,11,973,2,71,59.99,3,0.75,179.97,-0.1368005778740901,0
3,2,109.75,391.98,18,66,1,2,36,3,4,760,48,8.0,0.02,399.98,0.28,1,399.98,391.98,109.75,6,757,5,24,399.98,2,0.5,399.98,0.2743887194359717,0
1,4,67.05,254.96,12,539,0,0,28,0,1,810,120,44.99,0.15,59.99,0.26,5,299.95,254.96,67.05,10,454,2,71,59.99,3,1.25,299.95,0.2235372562093682,0
1,4,-342.97,489.95,10,539,0,0,28,5,2,1811,102,10.0,0.02,99.99,-0.7,5,499.95,489.95,-342.97,3,385,2,61,99.99,3,1.25,499.95,-0.6860086008600861,0
3,4,-207.87,296.95,12,539,0,0,28,0,2,3139,66,3.0,0.01,59.99,-0.7,5,299.95,296.95,-207.87,3,346,7,71,59.99,3,1.25,299.95,-0.693015502583764,0
2,2,-214.35,126.09,34,539,0,0,28,0,3,3512,70,3.9,0.03,129.99,-1.7,1,129.99,126.09,-214.35,15,1056,6,56,129.99,2,0.5,129.99,-1.648972997922917,0
2,2,-80.62,100.77,38,539,0,0,28,6,3,3512,70,19.2,0.16,39.99,-0.8,3,119.97,100.77,-80.62,15,1056,6,102,39.99,2,1.5,119.97,-0.6720013336667501,0
1,4,21.12,239.96,12,539,0,0,28,0,2,1811,102,0.0,0.0,59.99,0.09,4,239.96,239.96,21.12,3,385,2,71,59.99,3,1.0,239.96,0.0880146691115185,0
1,4,46.8,124.79,34,66,1,0,36,0,1,2992,2,5.2,0.04,129.99,0.38,1,129.99,124.79,46.8,22,846,2,56,129.99,3,0.25,129.99,0.3600276944380337,0
1,4,60.9,347.98,18,66,1,0,36,3,1,2992,2,52.0,0.13,399.98,0.18,1,399.98,347.98,60.9,22,846,2,24,399.98,3,0.25,399.98,0.152257612880644,0
1,4,95.0,190.0,47,66,1,0,36,6,1,2992,2,10.0,0.05,50.0,0.5,4,200.0,190.0,95.0,22,846,2,59,50.0,3,1.0,200.0,0.475,0
1,4,39.98,123.0,10,66,1,0,36,5,1,2992,2,27.0,0.18,30.0,0.33,5,150.0,123.0,39.98,22,846,2,66,30.0,3,1.25,150.0,0.2665333333333333,0
2,1,4.42,110.49,34,66,1,0,36,0,3,1088,31,19.5,0.15,129.99,0.04,1,129.99,110.49,4.42,7,386,6,56,129.99,0,1.0,129.99,0.0340026155858142,1
2,1,129.34,263.96,12,66,1,0,36,0,3,1088,31,35.99,0.12,59.99,0.49,5,299.95,263.96,129.34,7,386,6,71,59.99,0,5.0,299.95,0.4312052008668112,1
2,1,70.43,225.0,47,66,1,0,36,6,3,1088,31,25.0,0.1,50.0,0.31,5,250.0,225.0,70.43,7,386,6,59,50.0,0,5.0,250.0,0.28172,1
3,1,49.14,188.99,46,66,1,0,36,3,4,2256,48,11.0,0.06,199.99,0.26,1,199.99,188.99,49.14,6,741,5,70,199.99,0,1.0,199.99,0.2457122856142807,1
1,4,45.92,163.99,46,66,1,0,36,3,1,2992,2,36.0,0.18,199.99,0.28,1,199.99,163.99,45.92,22,846,2,70,199.99,3,0.25,199.99,0.2296114805740287,0
3,2,40.83,130.45,30,66,1,0,36,3,2,816,102,19.49,0.13,49.98,0.31,3,149.94,130.45,40.83,3,292,7,67,49.98,2,1.5,149.94,0.2723089235694277,0
2,1,39.36,112.46,30,66,1,0,36,3,3,1088,31,37.49,0.25,49.98,0.35,3,149.94,112.46,39.36,7,386,6,67,49.98,0,3.0,149.94,0.2625050020008003,1
